node_id,direccion_original,direccion_normalizada,RUT,Nombre cliente,Dirección cliente,Fecha de Pedido,Número de Orden,Monto Pedido,Fecha de despacho Solicitada,direccion_limpia_base,calle,numero,query_geocoding,encontrada,formatted,lat,lon,estado,calidad_match
1098,Av. Vicuña Mackenna 3841,AV. VICUÑA MACKENNA 3841,15118916 - 1,Cliente Nuevo 15118916,"Av. Vicuña Mackenna 3841, Dpto 33, Las Condes, Santiago, Chile",2026-12-22,ORD-CL-202612-002925,101831,2026-12-26,Av. Vicuña Mackenna 3841,Av. Vicuña Mackenna,3841,"Av. Vicuña Mackenna 3841, Santiago, Chile",True,"Avenida Vicuña Mackenna 3841, 894 0000 Santiago, Chile",-33.4885385,-70.6180804,ok,buena
1099,Av. Vicuña Mackenna 3909,AV. VICUÑA MACKENNA 3909,8.298.073 - 8,Cliente Nuevo 8298073,"av. vicuña mackenna 3909, depto 795, macul, santiago, chile",2026-12-23,ORD-CL-202612-003112,217312,2026-12-25,Av. vicuña mackenna 3909,Av. Vicuña Mackenna,3909,"Av. Vicuña Mackenna 3909, Santiago, Chile",True,"Avenida Vicuña Mackenna 3909, 894 0000 Santiago, Chile",-33.4892576,-70.618172,ok,buena
1100,Av. Vicuña Mackenna 3942,AV. VICUÑA MACKENNA 3942,18.377.372-5,Cliente Nuevo 18377372,"Av. Vicuña Mackenna 3942, Depto 224, San Miguel, Santiago, Chile",2026-12-15,ORD-CL-202612-001898,114495,2026-12-18,Av. Vicuña Mackenna 3942,Av. Vicuña Mackenna,3942,"Av. Vicuña Mackenna 3942, Santiago, Chile",True,"Avenida Vicuña Mackenna 3942, 832 0000 Santiago, Chile",-33.49014221531753,-70.61756408889086,ok,buena
1100,Av. Vicuña Mackenna 3942,AV. VICUÑA MACKENNA 3942,18.377.372-5,Cliente Nuevo 18377372,"Av. Vicuña Mackenna 3942, Depto 224, San Miguel, Santiago",2026-12-22,ORD-CL-202612-002867,90471,2026-12-24,Av. Vicuña Mackenna 3942,Av. Vicuña Mackenna,3942,"Av. Vicuña Mackenna 3942, Santiago, Chile",True,"Avenida Vicuña Mackenna 3942, 832 0000 Santiago, Chile",-33.49014221531753,-70.61756408889086,ok,buena
1101,Av. Vicuña Mackenna 3988,AV. VICUÑA MACKENNA 3988,7.144.201-2,Cliente Nuevo 7144201,Av. Vicuña Mackenna 3988 Depto 1809 La Reina Santiago Chile,2026-12-07,ORD-CL-202612-000863,104032,2026-12-09,Av. Vicuña Mackenna 3988,Av. Vicuña Mackenna,3988,"Av. Vicuña Mackenna 3988, Santiago, Chile",True,"Avenida Vicuña Mackenna 3988, 832 0000 Santiago, Chile",-33.49047388866424,-70.61744562727411,ok,buena
1101,Av. Vicuña Mackenna 3988,AV. VICUÑA MACKENNA 3988,7144201-2,Cliente Nuevo 7144201,"Av. Vicuña Mackenna 3988, Dpto 1809, La Reina, Santiago, Chile",2026-12-23,ORD-CL-202612-002984,278959,2026-12-26,Av. Vicuña Mackenna 3988,Av. Vicuña Mackenna,3988,"Av. Vicuña Mackenna 3988, Santiago, Chile",True,"Avenida Vicuña Mackenna 3988, 832 0000 Santiago, Chile",-33.49047388866424,-70.61744562727411,ok,buena
1102,Av. Vicuña Mackenna 4039,AV. VICUÑA MACKENNA 4039,17140510 - 6,Cliente Nuevo 17140510,Av. Vicuña Mackenna 4039 San Miguel Santiago Chile,2026-12-15,ORD-CL-202612-001944,77547,2026-12-17,Av. Vicuña Mackenna 4039,Av. Vicuña Mackenna,4039,"Av. Vicuña Mackenna 4039, Santiago, Chile",True,"Avenida Vicuña Mackenna 4039, 894 0000 San Joaquín, Chile",-33.49041304285714,-70.61812327142857,ok,buena
1103,Av. Vicuña Mackenna 4060,AV. VICUÑA MACKENNA 4060,5.406.344 - 2,Cliente Nuevo 5406344,"av. vicuña mackenna 4060, estación central, santiago, chile",2026-12-13,ORD-CL-202612-001660,116853,2026-12-17,Av. vicuña mackenna 4060,Av. Vicuña Mackenna,4060,"Av. Vicuña Mackenna 4060, Santiago, Chile",True,"Avenida Vicuña Mackenna 4060, 832 0000 Santiago, Chile",-33.49099302955475,-70.61726020909137,ok,buena
1103,Av. Vicuña Mackenna 4060,AV. VICUÑA MACKENNA 4060,5406344 - 2,Cliente Nuevo 5406344,"Av. Vicuña Mackenna 4060, Estación Central, Santiago, Chile",2026-12-23,ORD-CL-202612-002980,107303,2026-12-27,Av. Vicuña Mackenna 4060,Av. Vicuña Mackenna,4060,"Av. Vicuña Mackenna 4060, Santiago, Chile",True,"Avenida Vicuña Mackenna 4060, 832 0000 Santiago, Chile",-33.49099302955475,-70.61726020909137,ok,buena
1104,Av. Vicuña Mackenna 4311,AV. VICUÑA MACKENNA 4311,15904108 - 1,Cliente Nuevo 15904108,"Av. Vicuña Mackenna 4311, Depto 1758, Macul, Santiago",2026-12-07,ORD-CL-202612-000864,120448,2026-12-09,Av. Vicuña Mackenna 4311,Av. Vicuña Mackenna,4311,"Av. Vicuña Mackenna 4311, Santiago, Chile",True,"Avenida Vicuña Mackenna 4311, 830 1703 La Florida, Chile",-33.56620388666666,-70.58405347333333,ok,buena
1105,Av. Vicuña Mackenna 4382,AV. VICUÑA MACKENNA 4382,18291082 - 9,Cliente Nuevo 18291082,"Av. Vicuña Mackenna 4382, Depto 1615, Peñalolén, Santiago, Chile",2026-12-26,ORD-CL-202612-003546,258609,2026-12-28,Av. Vicuña Mackenna 4382,Av. Vicuña Mackenna,4382,"Av. Vicuña Mackenna 4382, Santiago, Chile",True,"Avenida Vicuña Mackenna 4382, 894 0000 Santiago, Chile",-33.4942736,-70.6167678,ok,buena
1106,Av. Vicuña Mackenna 4674,AV. VICUÑA MACKENNA 4674,21.719.824-7,Cliente 21719824,"Av. Vicuña Mackenna 4674, DEPTO 2483, Quinta Normal, Stgo, Chile",2026-12-02,ORD-CL-202612-000234,101269,2026-12-04,Av. Vicuña Mackenna 4674,Av. Vicuña Mackenna,4674,"Av. Vicuña Mackenna 4674, Santiago, Chile",True,"Avenida Vicuña Mackenna 4674, 894 0000 Santiago, Chile",-33.4969458,-70.6164608,ok,buena
1106,Av. Vicuña Mackenna 4674,AV. VICUÑA MACKENNA 4674,21719824 - 7,Cliente 21719824,"Av. Vicuña Mackenna 4674, Depto 2483, Quinta Normal, Santiago de Chile",2026-12-16,ORD-CL-202612-002153,95666,2026-12-20,Av. Vicuña Mackenna 4674 Quinta Normal Santiago de,Av. Vicuña Mackenna,4674,"Av. Vicuña Mackenna 4674, Santiago, Chile",True,"Avenida Vicuña Mackenna 4674, 894 0000 Santiago, Chile",-33.4969458,-70.6164608,ok,buena
1107,Av. Vicuña Mackenna 483,AV. VICUÑA MACKENNA 483,21.920.456 - 4,Cliente Nuevo 21920456,av. vicuña mackenna 483 recoleta santiago chile,2026-12-09,ORD-CL-202612-001060,248685,2026-12-12,Av. vicuña mackenna 483,Av. Vicuña Mackenna,483,"Av. Vicuña Mackenna 483, Santiago, Chile",True,"Avenida Vicuña Mackenna 483, 832 0000 Santiago, Chile",-33.447212287804874,-70.63245314634146,ok,buena
1107,Av. Vicuña Mackenna 483,AV. VICUÑA MACKENNA 483,21920456-4,Cliente Nuevo 21920456,"av. vicuña mackenna 483, recoleta, santiago, chile",2026-12-13,ORD-CL-202612-001617,231746,2026-12-17,Av. vicuña mackenna 483,Av. Vicuña Mackenna,483,"Av. Vicuña Mackenna 483, Santiago, Chile",True,"Avenida Vicuña Mackenna 483, 832 0000 Santiago, Chile",-33.447212287804874,-70.63245314634146,ok,buena
1107,Av. Vicuña Mackenna 483,AV. VICUÑA MACKENNA 483,21.920.456-4,Cliente Nuevo 21920456,"Av. Vicuña Mackenna 483, Recoleta, Santiago, Chile",2026-12-21,ORD-CL-202612-002760,38578,2026-12-23,Av. Vicuña Mackenna 483,Av. Vicuña Mackenna,483,"Av. Vicuña Mackenna 483, Santiago, Chile",True,"Avenida Vicuña Mackenna 483, 832 0000 Santiago, Chile",-33.447212287804874,-70.63245314634146,ok,buena
1108,Av. Vicuña Mackenna 5005,AV. VICUÑA MACKENNA 5005,22884129-4,Cliente Nuevo 22884129,Av. Vicuña Mackenna 5005 Depto 2223 San Miguel Santiago,2026-12-09,ORD-CL-202612-001039,185033,2026-12-11,Av. Vicuña Mackenna 5005,Av. Vicuña Mackenna,5005,"Av. Vicuña Mackenna 5005, Santiago, Chile",True,"Avenida Vicuña Mackenna 5005, 894 0000 Santiago, Chile",-33.5006229,-70.6153519,ok,buena
1108,Av. Vicuña Mackenna 5005,AV. VICUÑA MACKENNA 5005,22.884.129-4,Cliente Nuevo 22884129,Av. Vicuña Mackenna 5005 Depto 2223 San Miguel Santiago Chile,2026-12-10,ORD-CL-202612-001191,210652,2026-12-12,Av. Vicuña Mackenna 5005,Av. Vicuña Mackenna,5005,"Av. Vicuña Mackenna 5005, Santiago, Chile",True,"Avenida Vicuña Mackenna 5005, 894 0000 Santiago, Chile",-33.5006229,-70.6153519,ok,buena
1109,Av. Vicuña Mackenna 5054,AV. VICUÑA MACKENNA 5054,22251702 - 9,Cliente Nuevo 22251702,"Av. Vicuña Mackenna 5054, Quinta Normal, Santiago",2026-12-20,ORD-CL-202612-002648,74979,2026-12-24,Av. Vicuña Mackenna 5054,Av. Vicuña Mackenna,5054,"Av. Vicuña Mackenna 5054, Santiago, Chile",True,"Avenida Vicuña Mackenna 5054, 894 0000 Santiago, Chile",-33.5010893,-70.6152388,ok,buena
1110,Av. Vicuña Mackenna 5428,AV. VICUÑA MACKENNA 5428,13854802-3,Cliente 13854802,"av. vicuña mackenna 5428, peñalolén, santiago, chile",2026-12-28,ORD-CL-202612-003694,103598,2026-12-30,Av. vicuña mackenna 5428,Av. Vicuña Mackenna,5428,"Av. Vicuña Mackenna 5428, Santiago, Chile",True,"Avenida Vicuña Mackenna 5428, 832 0000 Santiago, Chile",-33.50417164,-70.61422336,ok,buena
1111,Av. Vicuña Mackenna 578,AV. VICUÑA MACKENNA 578,14.899.995-0,Cliente Nuevo 14899995,Av. Vicuña Mackenna 578 DEPTO 2062 Macul Stgo Chile,2026-12-01,ORD-CL-202612-000183,89405,2026-12-03,Av. Vicuña Mackenna 578,Av. Vicuña Mackenna,578,"Av. Vicuña Mackenna 578, Santiago, Chile",True,"Avenida Vicuña Mackenna 578, 832 0000 Santiago, Chile",-33.4486153,-70.6317957,ok,buena
1111,Av. Vicuña Mackenna 578,AV. VICUÑA MACKENNA 578,14.899.995-0,Cliente Nuevo 14899995,Av. Vicuña Mackenna 578 Depto 2062 Macul Santiago Chile,2026-12-20,ORD-CL-202612-002705,65359,2026-12-24,Av. Vicuña Mackenna 578,Av. Vicuña Mackenna,578,"Av. Vicuña Mackenna 578, Santiago, Chile",True,"Avenida Vicuña Mackenna 578, 832 0000 Santiago, Chile",-33.4486153,-70.6317957,ok,buena
1111,Av. Vicuña Mackenna 578,AV. VICUÑA MACKENNA 578,14.899.995-0,Cliente Nuevo 14899995,Av. Vicuña Mackenna 578 Depto 2062 Macul Santiago Chile,2026-12-23,ORD-CL-202612-003027,110856,2026-12-25,Av. Vicuña Mackenna 578,Av. Vicuña Mackenna,578,"Av. Vicuña Mackenna 578, Santiago, Chile",True,"Avenida Vicuña Mackenna 578, 832 0000 Santiago, Chile",-33.4486153,-70.6317957,ok,buena
1112,Av. Vicuña Mackenna 5834,AV. VICUÑA MACKENNA 5834,20.298.589 - 1,Cliente Nuevo 20298589,"Av. Vicuña Mackenna 5834, Depto 1239, Estación Central, Santiago de Chile",2026-12-19,ORD-CL-202612-002465,43031,2026-12-23,Av. Vicuña Mackenna 5834 Estación Central Santiago de,Av. Vicuña Mackenna,5834,"Av. Vicuña Mackenna 5834, Santiago, Chile",True,"Avenida Vicuña Mackenna Poniente 5834, 832 0000 Santiago, Chile",-33.509606,-70.61208303636364,ok,buena
1113,Av. Vicuña Mackenna 6257,AV. VICUÑA MACKENNA 6257,9638228-3,Cliente 9638228,"Av. Vicuña Mackenna 6257, Quinta Normal, Santiago, Chile",2026-12-22,ORD-CL-202612-002895,81822,2026-12-26,Av. Vicuña Mackenna 6257,Av. Vicuña Mackenna,6257,"Av. Vicuña Mackenna 6257, Santiago, Chile",True,"Avenida Vicuña Mackenna Oriente 6257, 832 0000 Santiago, Chile",-33.51258842307692,-70.60725966153845,ok,buena
1114,Av. Vicuña Mackenna 6564,AV. VICUÑA MACKENNA 6564,20493602 - 3,Cliente Nuevo 20493602,Av. Vicuña Mackenna 6564 Depto 2189 Santiago Santiago,2026-12-22,ORD-CL-202612-002828,187528,2026-12-24,Av. Vicuña Mackenna 6564,Av. Vicuña Mackenna,6564,"Av. Vicuña Mackenna 6564, Santiago, Chile",True,"Avenida Vicuña Mackenna Poniente 6564, 878 0000 Santiago, Chile",-33.5159768,-70.6063522,ok,buena
1115,Av. Vicuña Mackenna 6602,AV. VICUÑA MACKENNA 6602,17037071 - 1,Cliente Nuevo 17037071,Av. Vicuña Mackenna 6602 Recoleta Santiago de Chile,2026-12-24,ORD-CL-202612-003190,234561,2026-12-26,Av. Vicuña Mackenna 6602 Recoleta Santiago de,Av. Vicuña Mackenna,6602,"Av. Vicuña Mackenna 6602, Santiago, Chile",True,"Avenida Vicuña Mackenna Poniente 6602, 878 0000 Santiago, Chile",-33.5161588,-70.6061679,ok,buena
1116,Av. Vicuña Mackenna 6625,AV. VICUÑA MACKENNA 6625,15.880.306 - 9,Cliente 15880306,AV. VICUÑA MACKENNA 6625 ESTACIÓN CENTRAL SANTIAGO CHILE,2026-12-07,ORD-CL-202612-000845,131977,2026-12-10,Av. VICUÑA MACKENNA 6625,Av. Vicuña Mackenna,6625,"Av. Vicuña Mackenna 6625, Santiago, Chile",True,"Avenida Vicuña Mackenna Oriente 6625, 832 0000 Santiago, Chile",-33.51618381,-70.602829292,ok,buena
1116,Av. Vicuña Mackenna 6625,AV. VICUÑA MACKENNA 6625,15880306 - 9,Cliente 15880306,"Av. Vicuña Mackenna 6625, Estación Central, Santiago de Chile",2026-12-19,ORD-CL-202612-002562,254203,2026-12-23,Av. Vicuña Mackenna 6625 Estación Central Santiago de,Av. Vicuña Mackenna,6625,"Av. Vicuña Mackenna 6625, Santiago, Chile",True,"Avenida Vicuña Mackenna Oriente 6625, 832 0000 Santiago, Chile",-33.51618381,-70.602829292,ok,buena
1117,Av. Vicuña Mackenna 6713,AV. VICUÑA MACKENNA 6713,15.958.523 - 9,Cliente Nuevo 15958523,"Av. Vicuña Mackenna 6713, Depto 1460, San Miguel, Santiago de Chile",2026-12-03,ORD-CL-202612-000277,202785,2026-12-06,Av. Vicuña Mackenna 6713 San Miguel Santiago de,Av. Vicuña Mackenna,6713,"Av. Vicuña Mackenna 6713, Santiago, Chile",True,"Avenida Vicuña Mackenna Oriente 6713, 832 0000 Santiago, Chile",-33.51630239,-70.602708028,ok,buena
1118,Av. Vicuña Mackenna 6739,AV. VICUÑA MACKENNA 6739,7.801.837 - 0,Cliente Nuevo 7801837,"Av. Vicuña Mackenna 6739, Quinta Normal, Santiago, Chile",2026-12-09,ORD-CL-202612-001022,301804,2026-12-10,Av. Vicuña Mackenna 6739,Av. Vicuña Mackenna,6739,"Av. Vicuña Mackenna 6739, Santiago, Chile",True,"Avenida Vicuña Mackenna Oriente 6739, 832 0000 Santiago, Chile",-33.516337425,-70.6026722,ok,buena
1119,Av. Vicuña Mackenna 691,AV. VICUÑA MACKENNA 691,17.107.543 - 6,Cliente 17107543,Av. Vicuña Mackenna 691 Dpto 2211 Independencia Santiago Chile,2026-12-10,ORD-CL-202612-001207,225087,2026-12-13,Av. Vicuña Mackenna 691,Av. Vicuña Mackenna,691,"Av. Vicuña Mackenna 691, Santiago, Chile",True,"Avenida Vicuña Mackenna 691, 832 0000 Santiago, Chile",-33.4512407,-70.6309963,ok,buena
1120,Av. Vicuña Mackenna 7556,AV. VICUÑA MACKENNA 7556,13.900.757 - 1,Cliente 13900757,"Av. Vicuña Mackenna 7556, Recoleta, Santiago",2026-12-17,ORD-CL-202612-002292,50524,2026-12-21,Av. Vicuña Mackenna 7556,Av. Vicuña Mackenna,7556,"Av. Vicuña Mackenna 7556, Santiago, Chile",True,"Avenida Vicuña Mackenna 7556, 750 0000 Santiago, Chile",-33.440722,-70.634332,ok,buena
1121,Av. Vicuña Mackenna 7595,AV. VICUÑA MACKENNA 7595,15682716-5,Cliente 15682716,"Av. Vicuña Mackenna 7595, Depto 751, Puente Alto, Santiago, Chile",2026-12-22,ORD-CL-202612-002940,81288,2026-12-24,Av. Vicuña Mackenna 7595,Av. Vicuña Mackenna,7595,"Av. Vicuña Mackenna 7595, Santiago, Chile",True,"Avenida Vicuña Mackenna 7595, 750 0000 Santiago, Chile",-33.440722,-70.634332,ok,buena
1122,Av. Vicuña Mackenna 8172,AV. VICUÑA MACKENNA 8172,7521383-3,Cliente Nuevo 7521383,Av. Vicuña Mackenna 8172 Puente Alto Santiago Chile,2026-12-26,ORD-CL-202612-003512,193062,2026-12-30,Av. Vicuña Mackenna 8172,Av. Vicuña Mackenna,8172,"Av. Vicuña Mackenna 8172, Santiago, Chile",True,"Avenida Vicuña Mackenna 8172, 836 1022 San Joaquín, Chile",-33.46940842645815,-70.6254914847134,ok,buena
1123,Av. Vicuña Mackenna 8405,AV. VICUÑA MACKENNA 8405,15301216-5,Cliente 15301216,Av. Vicuña Mackenna 8405 Depto 205 Peñalolén Santiago de Chile,2026-12-01,ORD-CL-202612-000135,219322,2026-12-03,Av. Vicuña Mackenna 8405 Peñalolén Santiago de,Av. Vicuña Mackenna,8405,"Av. Vicuña Mackenna 8405, Santiago, Chile",True,"Avenida Vicuña Mackenna 8405, 832 0000 Santiago, Chile",-33.53269003199999,-70.59448258,ok,buena
1123,Av. Vicuña Mackenna 8405,AV. VICUÑA MACKENNA 8405,15.301.216 - 5,Cliente 15301216,"Av. Vicuña Mackenna 8405, DEPTO 205, Peñalolén, Stgo, Chile",2026-12-21,ORD-CL-202612-002776,260251,2026-12-23,Av. Vicuña Mackenna 8405,Av. Vicuña Mackenna,8405,"Av. Vicuña Mackenna 8405, Santiago, Chile",True,"Avenida Vicuña Mackenna 8405, 832 0000 Santiago, Chile",-33.53269003199999,-70.59448258,ok,buena
1123,Av. Vicuña Mackenna 8405,AV. VICUÑA MACKENNA 8405,15.301.216 - 5,Cliente 15301216,Av. Vicuña Mackenna 8405 Depto 205 Peñalolén Santiago de Chile,2026-12-22,ORD-CL-202612-002963,106566,2026-12-25,Av. Vicuña Mackenna 8405 Peñalolén Santiago de,Av. Vicuña Mackenna,8405,"Av. Vicuña Mackenna 8405, Santiago, Chile",True,"Avenida Vicuña Mackenna 8405, 832 0000 Santiago, Chile",-33.53269003199999,-70.59448258,ok,buena
1123,Av. Vicuña Mackenna 8405,AV. VICUÑA MACKENNA 8405,15.301.216 - 5,Cliente 15301216,"Av. Vicuña Mackenna 8405, Depto 205, Peñalolén, Santiago de Chile",2026-12-23,ORD-CL-202612-003043,69714,2026-12-25,Av. Vicuña Mackenna 8405 Peñalolén Santiago de,Av. Vicuña Mackenna,8405,"Av. Vicuña Mackenna 8405, Santiago, Chile",True,"Avenida Vicuña Mackenna 8405, 832 0000 Santiago, Chile",-33.53269003199999,-70.59448258,ok,buena
1124,Av. Vicuña Mackenna 8820,AV. VICUÑA MACKENNA 8820,18.466.139-0,Cliente 18466139,"Av. Vicuña Mackenna 8820, Dpto 2223, Macul, Santiago, Chile",2026-12-14,ORD-CL-202612-001789,50275,2026-12-16,Av. Vicuña Mackenna 8820,Av. Vicuña Mackenna,8820,"Av. Vicuña Mackenna 8820, Santiago, Chile",True,"Avenida Vicuña Mackenna 8820, 824 0000 La Florida, Chile",-33.53580644722223,-70.59254511944445,ok,buena
1125,Av. Vicuña Mackenna 9322,AV. VICUÑA MACKENNA 9322,12287194 - 3,Cliente 12287194,"Av. Vicuña Mackenna 9322, DEPTO 811, San Miguel, Stgo, Chile",2026-12-05,ORD-CL-202612-000509,130216,2026-12-09,Av. Vicuña Mackenna 9322,Av. Vicuña Mackenna,9322,"Av. Vicuña Mackenna 9322, Santiago, Chile",True,"Avenida Vicuña Mackenna 9322, 836 1022 San Joaquín, Chile",-33.46940842645815,-70.6254914847134,ok,buena
1126,Av. Vicuña Mackenna 9400,AV. VICUÑA MACKENNA 9400,13.663.004-0,Cliente 13663004,Av. Vicuña Mackenna 9400 Peñalolén Santiago Chile,2026-12-16,ORD-CL-202612-002056,81273,2026-12-18,Av. Vicuña Mackenna 9400,Av. Vicuña Mackenna,9400,"Av. Vicuña Mackenna 9400, Santiago, Chile",True,"Avenida Vicuña Mackenna 9400, 750 0000 Santiago, Chile",-33.440722,-70.634332,ok,buena
1126,Av. Vicuña Mackenna 9400,AV. VICUÑA MACKENNA 9400,13.663.004-0,Cliente 13663004,Av. Vicuña Mackenna 9400 Peñalolén Santiago de Chile,2026-12-19,ORD-CL-202612-002416,97227,2026-12-20,Av. Vicuña Mackenna 9400 Peñalolén Santiago de,Av. Vicuña Mackenna,9400,"Av. Vicuña Mackenna 9400, Santiago, Chile",True,"Avenida Vicuña Mackenna 9400, 750 0000 Santiago, Chile",-33.440722,-70.634332,ok,buena
1127,Av. Vicuña Mackenna 9416,AV. VICUÑA MACKENNA 9416,6366892 - 2,Cliente 6366892,"Av. Vicuña Mackenna 9416, Depto 238, La Reina, Santiago de Chile",2026-12-28,ORD-CL-202612-003729,65611,2026-12-30,Av. Vicuña Mackenna 9416 La Reina Santiago de,Av. Vicuña Mackenna,9416,"Av. Vicuña Mackenna 9416, Santiago, Chile",True,"Avenida Vicuña Mackenna 9416, 750 0000 Santiago, Chile",-33.440722,-70.634332,ok,buena
1128,Av. Vicuña Mackenna 9865,AV. VICUÑA MACKENNA 9865,13139013-9,Cliente Nuevo 13139013,AV. VICUÑA MACKENNA 9865 DEPTO 2079 LA REINA SANTIAGO CHILE,2026-12-04,ORD-CL-202612-000456,212889,2026-12-06,Av. VICUÑA MACKENNA 9865,Av. Vicuña Mackenna,9865,"Av. Vicuña Mackenna 9865, Santiago, Chile",True,"Avenida Vicuña Mackenna 9865, 750 0000 Santiago, Chile",-33.440722,-70.634332,ok,buena
1128,Av. Vicuña Mackenna 9865,AV. VICUÑA MACKENNA 9865,13.139.013-9,Cliente Nuevo 13139013,"Av. Vicuña Mackenna 9865, Depto 2079, La Reina, Santiago",2026-12-31,ORD-CL-202612-004140,166543,2027-01-04,Av. Vicuña Mackenna 9865,Av. Vicuña Mackenna,9865,"Av. Vicuña Mackenna 9865, Santiago, Chile",True,"Avenida Vicuña Mackenna 9865, 750 0000 Santiago, Chile",-33.440722,-70.634332,ok,buena
1129,Av. Vicuña Mackenna 9874,AV. VICUÑA MACKENNA 9874,9490310-5,Cliente 9490310,Av. Vicuña Mackenna 9874 Depto 414 La Florida Santiago Chile,2026-12-04,ORD-CL-202612-000487,255830,2026-12-06,Av. Vicuña Mackenna 9874,Av. Vicuña Mackenna,9874,"Av. Vicuña Mackenna 9874, Santiago, Chile",True,"Avenida Vicuña Mackenna 9874, 825 0736 La Florida, Chile",-33.54753975890411,-70.58730668219178,ok,buena
1129,Av. Vicuña Mackenna 9874,AV. VICUÑA MACKENNA 9874,9.490.310-5,Cliente 9490310,"Av. Vicuña Mackenna 9874, Depto 414, La Florida, Santiago de Chile",2026-12-11,ORD-CL-202612-001354,209457,2026-12-14,Av. Vicuña Mackenna 9874 La Florida Santiago de,Av. Vicuña Mackenna,9874,"Av. Vicuña Mackenna 9874, Santiago, Chile",True,"Avenida Vicuña Mackenna 9874, 825 0736 La Florida, Chile",-33.54753975890411,-70.58730668219178,ok,buena
1129,Av. Vicuña Mackenna 9874,AV. VICUÑA MACKENNA 9874,9.490.310-5,Cliente 9490310,"AV. VICUÑA MACKENNA 9874, DEPTO 414, LA FLORIDA, SANTIAGO, CHILE",2026-12-25,ORD-CL-202612-003323,170003,2026-12-28,Av. VICUÑA MACKENNA 9874,Av. Vicuña Mackenna,9874,"Av. Vicuña Mackenna 9874, Santiago, Chile",True,"Avenida Vicuña Mackenna 9874, 825 0736 La Florida, Chile",-33.54753975890411,-70.58730668219178,ok,buena
1130,Av. Vitacura 1149,AV. VITACURA 1149,9713934 - 2,Cliente Nuevo 9713934,Av. Vitacura 1149 Santiago Santiago Chile,2026-12-15,ORD-CL-202612-001919,111093,2026-12-17,Av. Vitacura 1149,Av. Vitacura,1149,"Av. Vitacura 1149, Santiago, Chile",True,"Avenida Vitacura 1149, 751 0605 Santiago, Chile",-33.4175767,-70.6051412,ok,buena
1131,Av. Vitacura 1395,AV. VITACURA 1395,10226639-2,Cliente Nuevo 10226639,Av. Vitacura 1395 San Miguel Santiago Chile,2026-12-08,ORD-CL-202612-000961,195556,2026-12-10,Av. Vitacura 1395,Av. Vitacura,1395,"Av. Vitacura 1395, Santiago, Chile",True,"Avenida Vitacura 1395, 751 0605 Santiago, Chile",-33.4174412,-70.6050819,ok,buena
1132,Av. Vitacura 1454,AV. VITACURA 1454,16523988 - 3,Cliente Nuevo 16523988,"Av. Vitacura 1454, Depto 1563, San Miguel, Santiago, Chile",2026-12-28,ORD-CL-202612-003759,162216,2027-01-01,Av. Vitacura 1454,Av. Vitacura,1454,"Av. Vitacura 1454, Santiago, Chile",True,"Avenida Vitacura 1454, 751 0605 Santiago, Chile",-33.4174043,-70.6050653,ok,buena
1133,Av. Vitacura 1465,AV. VITACURA 1465,8578575-8,Cliente 8578575,"Av. Vitacura 1465, Depto 459, Las Condes, Santiago de Chile",2026-12-13,ORD-CL-202612-001673,123287,2026-12-15,Av. Vitacura 1465 Las Condes Santiago de,Av. Vitacura,1465,"Av. Vitacura 1465, Santiago, Chile",True,"Avenida Vitacura 1465, 751 0605 Santiago, Chile",-33.4173974,-70.6050621,ok,buena
1133,Av. Vitacura 1465,AV. VITACURA 1465,8.578.575-8,Cliente 8578575,AV. VITACURA 1465 DEPTO 459 LAS CONDES SANTIAGO CHILE,2026-12-18,ORD-CL-202612-002353,108970,2026-12-19,Av. VITACURA 1465,Av. Vitacura,1465,"Av. Vitacura 1465, Santiago, Chile",True,"Avenida Vitacura 1465, 751 0605 Santiago, Chile",-33.4173974,-70.6050621,ok,buena
1134,Av. Vitacura 1491,AV. VITACURA 1491,17337192-6,Cliente Nuevo 17337192,av. vitacura 1491 depto 1272 san miguel santiago chile,2026-12-31,ORD-CL-202612-004091,77068,2027-01-02,Av. vitacura 1491,Av. Vitacura,1491,"Av. Vitacura 1491, Santiago, Chile",True,"Avenida Vitacura 1491, 751 0605 Santiago, Chile",-33.4173811,-70.6050548,ok,buena
1135,Av. Vitacura 1784,AV. VITACURA 1784,13.227.312-6,Cliente Nuevo 13227312,"Av. Vitacura 1784, Depto 2106, Lo Prado, Santiago, Chile",2026-12-23,ORD-CL-202612-003007,274518,2026-12-25,Av. Vitacura 1784,Av. Vitacura,1784,"Av. Vitacura 1784, Santiago, Chile",True,"Avenida Vitacura 1784, 751 0605 Santiago, Chile",-33.4172347,-70.6049859,ok,buena
1135,Av. Vitacura 1784,AV. VITACURA 1784,13.227.312-6,Cliente Nuevo 13227312,av. vitacura 1784 depto 2106 lo prado santiago chile,2026-12-26,ORD-CL-202612-003459,174542,2026-12-28,Av. vitacura 1784,Av. Vitacura,1784,"Av. Vitacura 1784, Santiago, Chile",True,"Avenida Vitacura 1784, 751 0605 Santiago, Chile",-33.4172347,-70.6049859,ok,buena
