Número de Orden,RUT,Nombre cliente,Dirección cliente,Fecha de Pedido,Fecha de despacho Solicitada,Monto Pedido,direccion_normalizada,formatted,node_id,lat_final,lon_final,volumen_total_pedido_m3,peso_total_pedido_kg,n_lineas_detalle,estado,calidad_match,tipo,tiene_coords_finales,tiene_node_id,tiene_detalle,node_id_deposito,lat_deposito,lon_deposito,direccion_deposito
ORD-CL-202612-001571,5.355.868-9,Cliente 5355868,"Av. Mapocho 7796, DEPTO 1531, Las Condes, Stgo, Chile",2026-12-13,2026-12-15,249279,Av. Mapocho 7796,"Avenida Mapocho 7796, 850 0000 Santiago, Chile",672,-33.432762,-70.686501,0.17656,26.706,4,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-001572,7.133.217 - 9,Cliente Nuevo 7133217,Av. Departamental 4795 Depto 905 Quinta Normal Santiago Chile,2026-12-13,2026-12-16,175500,Av. Departamental 4795,"Avenida Departamental 4795, 781 0000 Santiago, Chile",124,-33.5103234,-70.5845273,0.296289,46.571999999999996,11,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-001573,10703244 - 7,Cliente 10703244,"Av. Irarrázaval 2767, Depto 695, Vitacura, Santiago, Chile",2026-12-13,2026-12-17,165758,Av. Irarrázaval 2767,"Avenida Irarrázaval 2767, 832 0000 Santiago, Chile",262,-33.4544603,-70.6023163,0.27201200000000003,68.171,9,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-001574,7.640.426-3,Cliente Nuevo 7640426,Av. Vitacura 7084 Peñalolén Santiago de Chile,2026-12-13,2026-12-15,261020,Av. Vitacura 7084,"Avenida Vitacura 7084, 764 0509 Vitacura, Chile",1161,-33.38639458426967,-70.56440787865168,0.525533,52.994,4,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-001575,19.119.546-0,Cliente 19119546,Calle Catedral 1418 Depto 2128 Macul Santiago Chile,2026-12-13,2026-12-16,92189,Calle Catedral 1418,"Catedral 1418, 832 0000 Santiago, Chile",1589,-33.4379866,-70.6571896,2.238178,319.964,21,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-001576,15.420.449-6,Cliente Nuevo 15420449,Av. Américo Vespucio 7052 Quinta Normal Santiago Chile,2026-12-13,2026-12-16,202559,Av. Américo Vespucio 7052,"Avenida Américo Vespucio 7052, 832 0000 Santiago, Chile",31,-33.518222,-70.5946949,0.551546,104.282,17,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-001577,6.467.242 - 5,Cliente 6467242,"Av. Independencia 24, San Miguel, Stgo, Chile",2026-12-13,2026-12-16,169598,Av. Independencia 24,"Avenida Independencia 24, 838 0000 Santiago, Chile",202,-33.430113,-70.653323,0.041073,19.22,8,ok,aceptable,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-001578,15893864-7,Cliente 15893864,Gran Av. José Miguel Carrera 572 Recoleta Santiago Chile,2026-12-13,2026-12-17,138024,Gran Av. José Miguel Carrera 572,"Gran Avenida José Miguel Carrera 572, 832 0000 Santiago, Chile",2201,-33.5371408,-70.6740565,1.173353,157.531,22,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-001579,19.948.058 - 7,Cliente Nuevo 19948058,Av. Libertador Bernardo O Higgins 5151 Providencia Santiago Chile,2026-12-13,2026-12-17,51337,Av. Libertador Bernardo O Higgins 5151,"Avenida Libertador Bernardo O'Higgins 5151, 832 0000 Santiago, Chile",516,-33.448743251107814,-70.67154545028562,1.442464,217.34199999999998,16,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-001580,8969442-2,Cliente 8969442,Calle Catedral 5736 Depto 290 Puente Alto Santiago,2026-12-13,2026-12-16,140673,Calle Catedral 5736,"Catedral 5736, 850 0445 Lo Prado, Chile",1613,-33.444009775,-70.714104175,1.2836480000000001,178.00599999999997,7,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-001581,11421223-3,Cliente 11421223,Av. Tobalaba 205 Depto 495 La Reina Santiago,2026-12-13,2026-12-15,128502,Av. Tobalaba 205,"Avenida Tobalaba 205, 750 0000 Santiago, Chile",1024,-33.4194747,-70.5999371,0.501525,69.92999999999999,7,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-001582,5.113.505 - 6,Cliente 5113505,Av. Apoquindo 282 Depto 2267 Macul Santiago Chile,2026-12-13,2026-12-14,128268,Av. Apoquindo 282,"Avenida Apoquindo 282, 832 0000 Santiago, Chile",60,-33.4153709,-70.5893875,1.076395,148.892,8,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-001583,22513255-8,Cliente 22513255,Av. Tobalaba 5396 Depto 602 Vitacura Santiago,2026-12-13,2026-12-15,190756,Av. Tobalaba 5396,"Avenida Tobalaba 5396, 832 0000 Santiago, Chile",1049,-33.437406,-70.5750629,0.234794,50.190999999999995,10,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-001584,22046885-5,Cliente 22046885,Av. La Florida 3507 Depto 1237 Maipú Santiago Chile,2026-12-13,2026-12-17,115741,Av. La Florida 3507,"Avenida La Florida, 832 0000 Santiago, Chile",392,-33.53363369958494,-70.57434383002352,0.830796,140.93,19,ok,dudosa,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-001585,18.613.878 - 0,Cliente Nuevo 18613878,"Av. Apoquindo 9524, Depto 1695, La Reina, Santiago, Chile",2026-12-13,2026-12-16,106668,Av. Apoquindo 9524,"Avenida Apoquindo 9524, 832 0000 Santiago, Chile",101,-33.41052665057889,-70.57323806478458,2.508081,344.75,25,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-001586,19119886 - 0,Cliente Nuevo 19119886,Av. Irarrázaval 2943 DEPTO 2421 Peñalolén Stgo Chile,2026-12-13,2026-12-18,233720,Av. Irarrázaval 2943,"Avenida Irarrázaval 2943, 832 0000 Santiago, Chile",266,-33.454711001639346,-70.60046772786886,3.942116,531.667,24,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-001587,11.245.122-6,Cliente Nuevo 11245122,Calle San Diego 2868 San Miguel Santiago,2026-12-13,2026-12-16,82190,Calle San Diego 2868,"San Diego 2868, 832 0000 Santiago, Chile",2033,-33.46971150355578,-70.64855318455172,3.127333,521.571,16,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-001588,22716997-1,Cliente 22716997,"Calle Compañía de Jesús 386, Depto 206, Peñalolén, Santiago de Chile",2026-12-13,2026-12-16,117997,Calle Compañía de Jesús 386,"Compañía de Jesús 386, 832 0000 Santiago, Chile",1656,-33.439644149230105,-70.66251983715254,0.07689,21.924,5,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-001589,12.333.729 - 8,Cliente Nuevo 12333729,"Avenida Kennedy 5603, Vitacura, Santiago, Chile",2026-12-13,2026-12-16,110363,Avenida Kennedy 5603,"Avenida Presidente Kennedy 5603, 763 0000 Santiago, Chile",1244,-33.3995267,-70.575535,1.076714,159.584,5,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-001590,17.893.629-2,Cliente 17893629,Av. Tobalaba 2189 Depto 599 Las Condes Santiago Chile,2026-12-13,2026-12-16,51960,Av. Tobalaba 2189,"Avenida Tobalaba 2189, 751 0241 Santiago, Chile",1025,-33.4286985,-70.588099,1.964318,334.603,16,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-001591,16492586-2,Cliente 16492586,"Av. Pajaritos 663, Depto 1861, Independencia, Santiago, Chile",2026-12-13,2026-12-16,201145,Av. Pajaritos 663,"Avenida Los Pajaritos 663, 832 0000 Santiago, Chile",790,-33.52094687974683,-70.7570707443038,0.03347,5.138,2,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-001592,20.045.199-7,Cliente Nuevo 20045199,av. américo vespucio 5133 santiago santiago chile,2026-12-13,2026-12-18,142185,Av. Américo Vespucio 5133,"Avenida Américo Vespucio 5133, 832 0000 Santiago, Chile",24,-33.5006538,-70.5876718,0.341872,79.312,10,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-001593,15.983.093-8,Cliente 15983093,Calle Compañía de Jesús 8561 Providencia Santiago,2026-12-13,2026-12-14,207531,Calle Compañía de Jesús 8561,"Compañía de Jesús 8561, 832 0000 Santiago, Chile",1676,-33.439644149230105,-70.66251983715254,3.241995,375.94399999999996,12,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-001594,8.358.866-4,Cliente 8358866,Calle Huérfanos 5881 Santiago Stgo Chile,2026-12-13,2026-12-15,159417,Calle Huérfanos 5881,"Huérfanos 5881, 832 0000 Santiago, Chile",1788,-33.43969907361054,-70.65168277752262,2.504859,345.533,19,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-001595,16.624.651-5,Cliente 16624651,"Av. Manuel Montt 2210, Depto 2206, Maipú, Santiago, Chile",2026-12-13,2026-12-15,86766,Av. Manuel Montt 2210,"Avenida Manuel Montt 2210, 832 0000 Santiago, Chile",590,-33.4477197,-70.6135582,1.3850390000000001,190.415,20,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-001596,16.696.846-0,Cliente 16696846,"Calle Huérfanos 264, Lo Prado, Santiago de Chile",2026-12-13,2026-12-16,210489,Calle Huérfanos 264,"Huérfanos 264, 832 0000 Santiago, Chile",1759,-33.44064020204081,-70.65668100816326,0.076549,29.141,7,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-001597,21.914.600-7,Cliente 21914600,"av. macul 3608, san miguel, santiago, chile",2026-12-13,2026-12-16,100518,Av. Macul 3608,"Avenida Macul 3608, 832 0000 Santiago, Chile",552,-33.48715635121951,-70.59933334390243,1.198367,173.543,15,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-001598,6120194-4,Cliente 6120194,Calle San Antonio 5135 Depto 2015 San Miguel Santiago de Chile,2026-12-13,2026-12-14,143536,Calle San Antonio 5135,"San Antonio 5135, 832 0000 Santiago, Chile",1986,-33.43487534738776,-70.64887247008978,0.441125,77.726,15,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-001599,21891734-5,Cliente Nuevo 21891734,Av. Pajaritos 933 Dpto 2475 Vitacura Santiago Chile,2026-12-13,2026-12-15,192417,Av. Pajaritos 933,"Avenida Los Pajaritos 933, 832 0000 Santiago, Chile",806,-33.5187763,-70.7573866,1.228418,152.402,17,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-001600,18358564 - 5,Cliente Nuevo 18358564,"Av. Vitacura 3943, Maipú, Santiago, Chile",2026-12-13,2026-12-17,82424,Av. Vitacura 3943,"Avenida Vitacura 3943, 763 0391 Santiago, Chile",1143,-33.4000865,-70.591564,0.601637,89.696,6,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-001601,17045268 - 1,Cliente Nuevo 17045268,AV. PEDRO DE VALDIVIA 3805 ÑUÑOA SANTIAGO CHILE,2026-12-13,2026-12-15,151083,Av. Pedro de Valdivia 3805,"Avenida Pedro de Valdivia 3805, 832 0000 Santiago, Chile",825,-33.457581275,-70.60559188529412,1.35832,180.062,17,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-001602,16624651-5,Cliente 16624651,Av. Manuel Montt 2210 Depto 2206 Maipú Santiago Chile,2026-12-13,2026-12-15,214386,Av. Manuel Montt 2210,"Avenida Manuel Montt 2210, 832 0000 Santiago, Chile",590,-33.4477197,-70.6135582,0.043649,14.532000000000002,3,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-001603,5.668.801 - 2,Cliente 5668801,"Av. Tobalaba 976, Estación Central, Santiago, Chile",2026-12-13,2026-12-14,310337,Av. Tobalaba 976,"Avenida Tobalaba 976, 750 0000 Santiago, Chile",1075,-33.4241903,-70.5938727,0.442045,65.378,7,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-001604,9.029.959-6,Cliente Nuevo 9029959,"Calle Estado 2864, Depto 736, Macul, Santiago, Chile",2026-12-13,2026-12-18,246217,Calle Estado 2864,"Estado 2864, 832 0000 Santiago, Chile",1701,-33.43949515564987,-70.64953513821996,2.858495,385.12600000000003,22,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-001605,17393201 - 5,Cliente 17393201,"Calle Catedral 7006, Depto 1769, San Miguel, Santiago de Chile",2026-12-13,2026-12-15,88161,Calle Catedral 7006,"Catedral 7006, 832 0000 Santiago, Chile",1621,-33.438738201983064,-70.66443720992424,1.135221,204.028,17,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-001606,6.199.642 - 7,Cliente Nuevo 6199642,calle bandera 4714 macul santiago chile,2026-12-13,2026-12-15,134635,Calle Bandera 4714,"Bandera 4714, 832 0000 Santiago, Chile",1557,-33.44046393300847,-70.65220603930719,0.090718,23.652,5,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-001607,14.946.610-7,Cliente Nuevo 14946610,"Av. Departamental 2933, Depto 2093, Lo Prado, Santiago de Chile",2026-12-13,2026-12-17,66290,Av. Departamental 2933,"Avenida Departamental 2933, 832 0000 Santiago, Chile",114,-33.49445476,-70.67561208,2.150639,284.167,18,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-001608,22612696 - 6,Cliente Nuevo 22612696,"Av. Departamental 6951, Lo Prado, Santiago",2026-12-13,2026-12-15,259457,Av. Departamental 6951,"Avenida Departamental 6951, 824 0000 Santiago, Chile",138,-33.5116378,-70.5613048,1.000878,135.30200000000002,14,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-001609,13975735 - 0,Cliente Nuevo 13975735,Gran Avenida José Miguel Carrera 398 Depto 1609 Quinta Normal Santiago Chile,2026-12-13,2026-12-15,112039,Gran Avenida José Miguel Carrera 398,"Gran Avenida José Miguel Carrera 398, 832 0000 Santiago, Chile",2227,-33.5537938,-70.6824192,2.282811,359.661,23,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-001610,14552741 - 6,Cliente 14552741,"Av. Recoleta 3714, Dpto 1940, Puente Alto, Santiago, Chile",2026-12-13,2026-12-16,108132,Av. Recoleta 3714,"Avenida Recoleta 3714, 832 0000 Santiago, Chile",928,-33.391595,-70.6424671,1.849205,290.897,23,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-001611,19.116.035-0,Cliente 19116035,Calle Amunátegui 6560 Vitacura Santiago Chile,2026-12-13,2026-12-15,165058,Calle Amunátegui 6560,"Amunátegui 6560, 832 0000 Santiago, Chile",1449,-33.41625625370045,-70.66756956491413,0.6788339999999999,81.066,4,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-001612,11677416 - 6,Cliente 11677416,"CALLE MORANDÉ 1655, QUINTA NORMAL, SANTIAGO, CHILE",2026-12-13,2026-12-16,217422,Calle Morandé 1655,"Rio Calle Calle 1655, 854 0000 Santiago, Chile",1908,-33.386564,-70.676186,0.029920000000000002,13.646,6,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-001613,5.027.457 - 1,Cliente 5027457,Av. Kennedy 198 Estación Central Santiago,2026-12-13,2026-12-17,198826,Av. Kennedy 198,"Avenida Presidente Kennedy 198, 763 0000 Santiago, Chile",319,-33.404958,-70.590861,0.599499,87.241,15,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-001614,8741036-6,Cliente Nuevo 8741036,Calle Monjitas 7214 Quinta Normal Santiago Chile,2026-12-13,2026-12-16,147092,Calle Monjitas 7214,"Monjitas 7214, 832 0000 Santiago, Chile",1888,-33.436639090107406,-70.64200400967839,0.805339,163.029,26,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-001615,9.185.090 - 5,Cliente Nuevo 9185090,Av. Manuel Montt 4351 DEPTO 122 Vitacura Stgo Chile,2026-12-13,2026-12-15,227561,Av. Manuel Montt 4351,"Avenida Manuel Montt 4351, 832 0000 Santiago, Chile",600,-33.450409379191655,-70.61310094459272,3.8600090000000002,484.30199999999996,22,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-001616,15949317 - 5,Cliente Nuevo 15949317,Calle Monjitas 1312 DEPTO 379 Las Condes Stgo Chile,2026-12-13,2026-12-16,140188,Calle Monjitas 1312,"Monjitas 1312, 832 0000 Santiago, Chile",1856,-33.436639090107406,-70.64200400967839,0.250338,53.937,6,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-001617,21920456-4,Cliente Nuevo 21920456,"av. vicuña mackenna 483, recoleta, santiago, chile",2026-12-13,2026-12-17,231746,Av. Vicuña Mackenna 483,"Avenida Vicuña Mackenna 483, 832 0000 Santiago, Chile",1108,-33.447212287804874,-70.63245314634146,1.7280090000000001,235.994,19,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-001618,19429781-7,Cliente 19429781,Calle Arturo Prat 6209 Independencia Santiago Chile,2026-12-13,2026-12-17,286994,Calle Arturo Prat 6209,"Arturo Prat 6209, 924 0242 Cerrillos, Chile",1518,-33.49885875513929,-70.72363323656741,1.475038,218.979,19,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-001619,16936113 - 2,Cliente 16936113,"Av. Las Condes 6073, Estación Central, Santiago",2026-12-13,2026-12-17,132347,Av. Las Condes 6073,"Avenida Las Condes 6073, 763 0000 Santiago, Chile",467,-33.393217,-70.544274,0.167183,29.459,5,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-001620,9258740 - 7,Cliente 9258740,Av. Grecia 4727 Ñuñoa Santiago de Chile,2026-12-13,2026-12-16,189265,Av. Grecia 4727,"Avenida Grecia 4727, 832 0000 Santiago, Chile",167,-33.46671,-70.58292,1.802451,304.121,29,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-001621,5884281 - 4,Cliente 5884281,"Av. Grecia 8422, Peñalolén, Stgo, Chile",2026-12-13,2026-12-16,128989,Av. Grecia 8422,"Avenida Grecia 8422, 832 0000 Santiago, Chile",191,-33.47531328717949,-70.54481643205129,2.245432,320.465,20,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-001622,7182956 - 1,Cliente Nuevo 7182956,"av. pajaritos 3514, depto 810, san miguel, santiago, chile",2026-12-13,2026-12-16,108230,Av. Pajaritos 3514,"Avenida Los Pajaritos 3514, 832 0000 Santiago, Chile",764,-33.4947315,-70.757285,0.652107,140.451,12,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-001623,14945612 - 5,Cliente Nuevo 14945612,"av. matta 4672, depto 431, las condes, santiago, chile",2026-12-13,2026-12-15,226924,Av. Matta 4672,"Avenida Manuel Antonio Matta 4672, 832 0000 Santiago, Chile",712,-33.45799120274538,-70.64211682398948,0.416477,82.935,19,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-001624,8803300 - 4,Cliente Nuevo 8803300,Calle Compañía de Jesús 7400 San Miguel Santiago Chile,2026-12-13,2026-12-17,59555,Calle Compañía de Jesús 7400,"Compañía de Jesús 7400, 832 0000 Santiago, Chile",1671,-33.439644149230105,-70.66251983715254,0.12417,16.452,3,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-001625,20.486.869-7,Cliente Nuevo 20486869,Av. Matta 1017 Macul Santiago Chile,2026-12-13,2026-12-14,183757,Av. Matta 1017,"Avenida Manuel Antonio Matta 1017, 832 0000 Santiago, Chile",689,-33.4593725,-70.6476882,4.255261,587.926,21,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-001626,6.852.909 - 5,Cliente 6852909,Calle Estado 3988 La Reina Santiago Chile,2026-12-13,2026-12-16,169945,Calle Estado 3988,"Estado 3988, 832 0000 Santiago, Chile",1709,-33.43949515564987,-70.64953513821996,0.181763,22.911,6,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-001627,19479514 - 5,Cliente Nuevo 19479514,"Av. Recoleta 4185, Dpto 916, Vitacura, Santiago, Chile",2026-12-13,2026-12-15,109433,Av. Recoleta 4185,"Avenida Recoleta 4185, 838 0000 Santiago, Chile",931,-33.431874,-70.647723,0.18573900000000002,42.031,10,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-001628,9.173.497-6,Cliente 9173497,"Av. Vitacura 4256, Depto 99, Ñuñoa, Santiago",2026-12-13,2026-12-17,78201,Av. Vitacura 4256,"Avenida Vitacura 4256, 763 0391 Santiago, Chile",1146,-33.3993198,-70.5892384,0.487107,107.813,15,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-001629,7133217 - 9,Cliente Nuevo 7133217,"Av. Departamental 4795, Depto 905, Quinta Normal, Santiago",2026-12-13,2026-12-15,289879,Av. Departamental 4795,"Avenida Departamental 4795, 781 0000 Santiago, Chile",124,-33.5103234,-70.5845273,0.658597,98.654,6,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
